lon, lat, M, time_string, depth, catalog_id, event_id
11.319,44.005,3.80,2020-01-28T15:57:11.491799,7.3,68,21
10.897,44.881,3.80,2020-01-08T19:12:02.689561,6.3,69,0
14.929,37.767,3.50,2020-01-11T21:58:16.839972,29.8,69,1
14.965,36.735,3.80,2020-01-01T14:29:54.552175,4.7,69,2
13.216,42.518,3.50,2020-01-28T10:05:37.144156,10.3,69,3
13.462,42.287,4.20,2020-01-28T14:37:44.772055,9.6,69,4
10.162,44.196,3.70,2020-01-24T14:07:09.934934,10.8,69,5
14.935,37.839,4.30,2020-01-02T05:21:57.342163,28.3,69,8
11.319,44.005,3.60,2020-01-07T10:21:42.159036,7.3,69,7
14.935,37.839,4.30,2020-01-02T05:21:57.342163,28.3,69,8
13.215,42.92,4.50,2020-01-13T05:31:25.075457,8.7,70,0
12.999,43.0,3.80,2020-01-09T15:41:41.823508,8.2,70,1
13.171,42.924,4.00,2020-01-01T05:52:56.009133,9.6,70,2
13.043,43.069,3.80,2020-01-09T12:22:54.667842,8.7,70,3
13.242,42.745,3.60,2020-01-06T09:56:05.133516,9.2,70,4
14.736,41.082,3.50,2020-01-21T13:35:44.030182,10.7,70,9
13.263,42.463,3.70,2020-01-01T19:42:11.633838,13.7,70,10
11.319,44.005,3.70,2020-01-08T05:34:00.048096,7.3,70,11
13.263,42.463,3.70,2020-01-01T19:42:11.633838,13.7,70,10
14.736,41.082,3.50,2020-01-21T13:35:44.030182,10.7,70,9
13.263,42.463,3.70,2020-01-01T19:42:11.633838,13.7,70,10
11.319,44.005,3.70,2020-01-08T05:34:00.048096,7.3,70,11
11.994,44.649,3.80,2020-01-18T09:26:17.357888,1.3,71,0
11.12,44.867,4.10,2020-01-17T20:20:07.420363,6.8,71,1
13.338,42.373,3.60,2020-01-05T01:42:48.369840,9.7,71,2
16.389,39.28,3.70,2020-01-09T08:35:39.012240,27.8,71,3
14.86,37.649,3.60,2020-01-17T22:27:14.823264,7.2,71,4
14.935,37.839,4.00,2020-01-19T23:01:49.823312,28.3,71,8
11.319,44.005,4.50,2020-01-06T20:09:02.955364,7.3,71,10
13.263,42.463,4.00,2020-01-09T06:21:37.834576,13.7,71,7
14.935,37.839,4.00,2020-01-19T23:01:49.823312,28.3,71,8
11.319,44.005,4.50,2020-01-06T20:09:02.955364,7.3,71,10
11.319,44.005,4.50,2020-01-06T20:09:02.955364,7.3,71,10
14.736,41.082,3.70,2020-01-01T18:56:57.100566,10.7,71,11
13.5,42.266,3.50,2020-01-19T10:11:35.517975,9.9,72,0
11.338,44.865,3.90,2020-01-28T15:00:24.340015,3.9,72,1
13.075,42.756,3.60,2020-01-09T22:15:18.131985,10.7,72,2
13.158,42.949,3.60,2020-01-23T03:38:39.151012,8.9,72,3
13.665,41.73,3.70,2020-01-12T22:23:53.455582,4.1,72,4
15.989,39.857,3.90,2020-01-02T08:06:48.620582,8.2,72,5
11.319,44.005,3.80,2020-01-01T18:47:42.456731,7.3,72,6
14.736,41.082,5.10,2020-01-01T21:17:01.291799,10.7,72,7
13.267,42.719,3.80,2020-01-28T17:06:12.431007,10.4,73,0
13.118,42.941,4.30,2020-01-19T06:33:15.229142,9.9,73,1
13.288,42.731,4.70,2020-01-22T13:37:43.236701,13.6,73,2
13.593,42.832,3.90,2020-01-10T08:19:21.974425,15.8,73,3
13.405,38.582,3.50,2020-01-18T12:54:30.973349,10.0,73,4
14.736,41.082,4.00,2020-01-16T07:37:39.224801,10.7,73,7
14.739,41.069,3.50,2020-01-25T05:07:25.460849,10.9,73,9
14.736,41.082,4.00,2020-01-16T07:37:39.224801,10.7,73,7
11.319,44.005,3.50,2020-01-05T17:54:41.267967,7.3,73,8
14.739,41.069,3.50,2020-01-25T05:07:25.460849,10.9,73,9
13.233,42.88,4.20,2020-01-05T21:13:19.986095,8.4,74,0
11.359,44.859,4.00,2020-01-04T23:12:42.319755,10.0,74,1
13.495,42.362,4.40,2020-01-13T11:14:22.055875,6.5,74,2
11.319,44.005,3.70,2020-01-05T07:07:06.182536,7.3,74,3
14.739,41.069,3.80,2020-01-24T00:18:42.933259,10.9,74,5
14.739,41.069,3.80,2020-01-24T00:18:42.933259,10.9,74,5
13.263,42.463,3.70,2020-01-08T13:24:06.484537,13.7,74,9
13.263,42.463,3.70,2020-01-08T13:24:06.484537,13.7,74,9
14.736,41.082,3.60,2020-01-08T21:17:25.764658,10.7,74,8
13.263,42.463,3.70,2020-01-08T13:24:06.484537,13.7,74,9
10.908,44.309,3.80,2020-01-20T02:43:11.575955,9.3,75,0
13.47,42.333,3.50,2020-01-21T23:02:28.908745,10.2,75,1
13.221,42.718,4.30,2020-01-05T15:48:43.855833,12.0,75,2
15.581,40.219,3.80,2020-01-17T04:24:30.237640,13.0,75,3
13.245,42.617,3.50,2020-01-12T10:13:32.892915,10.8,75,4
14.518,46.258,3.70,2020-01-24T08:04:29.162630,10.0,75,5
14.736,41.082,3.80,2020-01-06T01:22:49.070210,10.7,75,6
14.935,37.839,4.00,2020-01-09T20:38:55.332123,28.3,75,7
11.319,44.005,3.70,2020-01-04T13:35:42.955822,7.3,75,10
13.263,42.463,4.20,2020-01-10T08:57:59.946655,13.7,75,9
11.319,44.005,3.70,2020-01-04T13:35:42.955822,7.3,75,10
13.219,42.659,3.50,2020-01-06T20:47:36.449309,11.1,76,0
13.633,41.74,3.60,2020-01-05T10:16:30.594531,13.3,76,1
12.505,43.381,3.70,2020-01-08T01:24:12.322972,8.9,76,2
13.434,43.13,4.00,2020-01-13T22:39:38.867905,18.1,76,3
14.955,37.633,4.00,2020-01-10T22:14:30.614172,1.8,76,4
14.736,41.082,3.90,2020-01-26T07:32:57.652747,10.7,76,9
14.935,37.839,4.30,2020-01-15T14:43:35.532247,28.3,76,6
13.263,42.463,3.90,2020-01-24T04:58:35.701815,13.7,76,12
11.319,44.005,3.60,2020-01-18T13:31:53.545636,7.3,76,8
14.736,41.082,3.90,2020-01-26T07:32:57.652747,10.7,76,9
14.739,41.069,3.50,2020-01-16T17:14:26.255055,10.9,76,11
14.739,41.069,3.50,2020-01-16T17:14:26.255055,10.9,76,11
13.263,42.463,3.90,2020-01-24T04:58:35.701815,13.7,76,12
13.317,42.505,3.60,2020-01-08T19:59:03.716715,8.8,77,0
11.945,45.814,3.60,2020-01-06T16:30:40.828907,8.8,77,1
15.143,37.829,3.50,2020-01-27T18:16:13.019035,2.0,77,2
13.234,42.855,3.90,2020-01-04T04:58:51.864454,8.8,77,3
11.319,44.005,3.90,2020-01-18T12:42:01.168305,7.3,77,4
13.263,42.463,3.90,2020-01-10T12:17:10.849528,13.7,77,5
14.739,41.069,3.80,2020-01-17T15:39:10.445004,10.9,77,6
13.117,42.899,3.80,2020-01-14T03:03:19.095233,9.0,78,0
15.728,41.913,3.70,2020-01-15T07:02:33.457602,29.8,78,1
13.447,43.14,3.90,2020-01-16T05:22:47.530092,19.5,78,2
7.28,44.073,3.90,2020-01-13T03:15:11.802506,9.1,78,3
13.559,42.296,4.00,2020-01-11T17:02:32.562507,9.0,78,4
13.476,42.26,3.90,2020-01-28T16:46:06.733880,10.5,78,5
12.52,43.398,3.80,2020-01-24T14:13:24.188973,7.2,78,6
15.018,37.047,3.60,2020-01-12T02:30:05.273543,5.7,78,7
14.97,37.668,4.10,2020-01-23T23:39:27.115893,13.3,78,8
14.022,43.587,4.00,2020-01-13T09:17:34.921159,26.5,78,9
14.736,41.082,3.70,2020-01-22T01:01:58.185874,10.7,78,13
13.263,42.463,3.60,2020-01-02T15:25:18.100666,13.7,78,11
14.739,41.069,3.90,2020-01-12T00:32:46.375350,10.9,78,12
14.736,41.082,3.70,2020-01-22T01:01:58.185874,10.7,78,13
11.319,44.005,3.70,2020-01-12T15:16:56.247642,7.3,78,14
13.504,42.223,3.70,2020-01-14T09:44:52.068420,10.0,79,0
10.23,44.484,3.60,2020-01-26T09:04:29.293993,23.2,79,1
14.736,41.082,3.70,2020-01-23T20:57:01.599714,10.7,79,2
14.935,37.839,3.60,2020-01-26T00:31:41.661725,28.3,79,3
13.156,42.793,4.30,2020-01-07T03:44:15.962899,10.0,80,0
9.508,44.402,3.70,2020-01-25T03:49:22.558419,7.2,80,1
15.164,37.214,3.50,2020-01-26T13:19:14.539162,11.1,80,2
13.117,42.811,4.10,2020-01-25T13:50:54.436533,8.2,80,3
15.625,40.108,3.70,2020-01-21T12:03:29.932538,15.3,80,4
16.027,39.94,3.50,2020-01-26T23:13:42.341890,6.9,80,5
10.355,44.561,4.30,2020-01-01T11:37:20.190786,24.7,80,6
13.259,42.531,3.50,2020-01-26T16:13:04.549239,10.3,80,7
16.471,39.233,3.70,2020-01-14T04:34:12.827671,15.8,80,8
14.739,41.069,3.70,2020-01-02T11:14:35.514305,10.9,80,9
11.319,44.005,4.40,2020-01-04T14:43:46.098075,7.3,80,10
14.736,41.082,3.50,2020-01-01T14:33:02.202433,10.7,80,13
13.263,42.463,3.70,2020-01-18T00:33:18.684575,13.7,80,14
14.736,41.082,3.50,2020-01-01T14:33:02.202433,10.7,80,13
13.263,42.463,3.70,2020-01-18T00:33:18.684575,13.7,80,14
14.935,37.839,4.70,2020-01-27T10:06:06.389976,28.3,80,15
12.871,42.362,4.00,2020-01-11T02:57:08.428444,9.9,81,0
13.953,37.843,5.60,2020-01-27T00:54:53.140180,4.4,81,1
10.395,44.566,4.00,2020-01-19T23:58:20.679644,25.4,81,2
7.2,46.2,3.50,2020-01-22T21:20:47.669005,2.0,81,3
10.909,44.892,3.50,2020-01-26T20:56:52.204538,8.3,81,4
14.935,37.839,3.50,2020-01-04T23:46:50.576502,28.3,81,7
13.263,42.463,3.70,2020-01-19T15:16:45.096234,13.7,81,8
14.935,37.839,3.50,2020-01-04T23:46:50.576502,28.3,81,7
13.263,42.463,3.70,2020-01-19T15:16:45.096234,13.7,81,8
11.39,43.155,4.20,2020-01-02T20:43:08.732224,3.0,82,0
13.38,42.371,3.50,2020-01-25T09:22:07.146772,10.0,82,1
11.256,43.604,3.50,2020-01-13T06:57:43.770002,7.7,82,2
14.474,38.587,4.20,2020-01-25T15:41:46.923309,25.4,82,3
17.415,40.738,3.70,2020-01-08T21:01:01.395407,5.0,82,4
13.091,42.853,3.70,2020-01-28T20:39:42.793481,10.1,82,5
13.23,42.864,3.90,2020-01-15T13:36:00.272471,10.7,82,6
13.046,43.027,3.60,2020-01-12T21:30:16.644610,8.1,82,7
13.389,43.124,4.60,2020-01-23T19:26:36.892325,24.4,82,8
11.319,44.005,3.70,2020-01-25T10:20:08.326057,7.3,82,9
14.935,37.839,4.30,2020-01-14T01:40:50.412686,28.3,82,14
13.263,42.463,3.60,2020-01-18T06:37:21.563559,13.7,82,13
13.263,42.463,3.60,2020-01-18T06:37:21.563559,13.7,82,13
13.263,42.463,3.60,2020-01-18T06:37:21.563559,13.7,82,13
14.935,37.839,4.30,2020-01-14T01:40:50.412686,28.3,82,14
13.294,42.793,3.80,2020-01-03T15:57:48.686104,8.3,83,0
8.726,44.733,3.50,2020-01-12T19:42:33.645226,10.0,83,1
13.205,42.935,3.60,2020-01-09T21:01:38.687373,9.2,83,2
10.938,44.882,3.50,2020-01-08T08:18:39.526418,6.8,83,3
11.719,44.34,3.60,2020-01-02T02:09:42.999568,24.7,83,4
15.759,38.116,3.60,2020-01-20T00:05:14.905028,18.5,83,5
12.569,43.306,3.60,2020-01-20T23:03:12.190313,8.0,83,6
14.935,37.839,3.50,2020-01-15T11:00:00.949544,28.3,83,12
14.736,41.082,3.90,2020-01-05T21:46:30.801845,10.7,83,9
14.736,41.082,3.90,2020-01-05T21:46:30.801845,10.7,83,9
13.263,42.463,3.60,2020-01-20T20:01:31.803712,13.7,83,10
14.739,41.069,3.60,2020-01-06T02:57:48.074142,10.9,83,11
14.935,37.839,3.50,2020-01-15T11:00:00.949544,28.3,83,12
13.234,46.291,3.80,2020-01-16T20:47:34.963973,10.0,84,0
11.12,44.861,3.60,2020-01-06T18:00:21.351808,5.1,84,1
14.729,38.561,4.30,2020-01-28T00:44:56.516416,10.8,84,2
11.172,44.852,3.60,2020-01-15T05:30:47.562903,9.5,84,3
14.935,37.839,3.60,2020-01-27T14:42:58.709848,28.3,84,4
13.263,42.463,3.50,2020-01-27T00:44:28.547529,13.7,84,11
14.736,41.082,3.70,2020-01-10T00:05:48.089575,10.7,84,8
14.736,41.082,3.70,2020-01-10T00:05:48.089575,10.7,84,8
14.736,41.082,3.70,2020-01-10T00:05:48.089575,10.7,84,8
14.739,41.069,4.40,2020-01-06T10:56:30.878769,10.9,84,10
14.739,41.069,4.40,2020-01-06T10:56:30.878769,10.9,84,10
13.263,42.463,3.50,2020-01-27T00:44:28.547529,13.7,84,11
11.319,44.005,3.60,2020-01-11T16:19:17.047320,7.3,84,12
16.011,39.9,4.30,2020-01-08T17:00:16.289821,6.6,85,0
13.183,42.673,4.00,2020-01-19T01:13:23.606691,12.7,85,1
11.087,44.865,3.70,2020-01-05T19:27:21.574456,3.8,85,2
11.91,44.242,3.70,2020-01-03T05:51:03.932735,22.4,85,3
13.263,42.463,3.60,2020-01-25T16:07:36.840048,13.7,85,4
11.319,44.005,3.90,2020-01-25T05:33:59.321029,7.3,85,5
12.508,43.325,3.70,2020-01-20T17:01:00.551035,6.4,86,0
13.28,42.475,4.00,2020-01-15T21:35:21.608747,13.4,86,1
13.336,42.089,3.60,2020-01-04T22:21:19.525680,6.7,86,2
13.415,42.727,3.60,2020-01-23T05:13:04.215476,9.3,86,3
11.122,44.881,4.40,2020-01-01T11:38:24.339306,9.2,86,4
14.593,37.982,3.60,2020-01-07T21:15:45.366573,3.7,86,5
13.301,42.694,3.60,2020-01-02T09:18:18.967981,12.0,86,6
15.896,41.813,4.00,2020-01-07T02:46:47.354717,26.4,86,7
13.005,38.684,3.70,2020-01-17T21:38:24.332775,11.3,86,8
14.565,36.715,4.40,2020-01-27T08:22:31.370148,29.7,86,9
13.548,46.328,3.80,2020-01-19T04:28:48.157267,10.5,86,10
7.623,43.909,3.90,2020-01-19T14:37:15.792252,7.7,86,11
14.392,37.988,4.20,2020-01-14T05:22:15.941450,1.7,86,12
11.319,44.005,3.80,2020-01-01T00:41:11.457001,7.3,86,14
11.319,44.005,3.80,2020-01-01T00:41:11.457001,7.3,86,14
13.26,42.714,3.50,2020-01-28T11:36:05.993163,12.5,87,0
8.501,44.121,3.60,2020-01-24T23:11:15.619626,10.7,87,1
13.57,42.256,3.60,2020-01-18T09:24:10.338562,2.0,87,2
13.057,43.063,3.80,2020-01-14T20:52:19.923126,7.1,87,3
15.754,41.663,3.50,2020-01-11T14:49:52.622921,22.5,87,4
11.354,45.007,4.70,2020-01-02T12:14:03.682714,10.0,87,5
7.823,46.216,3.50,2020-01-17T10:12:37.000468,10.2,87,6
11.319,44.005,3.50,2020-01-03T01:00:15.349835,7.3,87,7
14.739,41.069,4.00,2020-01-26T17:53:44.962491,10.9,87,8
15.986,40.096,3.60,2020-01-16T07:17:57.413033,10.1,88,0
14.984,37.794,3.70,2020-01-14T11:51:28.088171,23.1,88,1
13.251,42.647,3.80,2020-01-23T06:19:45.394333,11.7,88,2
16.007,39.928,3.70,2020-01-16T07:39:03.345288,8.9,88,3
13.077,42.565,3.50,2020-01-16T13:30:02.980122,12.2,88,4
13.565,41.748,3.50,2020-01-16T20:02:37.871441,20.0,88,5
15.898,38.193,4.10,2020-01-11T03:10:16.456557,12.4,88,6
14.736,41.082,3.50,2020-01-20T09:22:53.535754,10.7,88,7
14.935,37.839,3.60,2020-01-07T21:23:28.562190,28.3,88,8
10.408,44.556,4.50,2020-01-26T19:06:24.167008,25.1,89,0
16.658,42.388,3.60,2020-01-01T17:43:29.696192,10.0,89,1
13.068,42.767,3.70,2020-01-04T20:42:10.714784,10.5,89,2
14.739,41.069,3.90,2020-01-08T18:30:57.952525,10.9,89,3
13.263,42.463,3.50,2020-01-22T05:03:06.436985,13.7,89,6
14.935,37.839,3.50,2020-01-05T03:24:58.158626,28.3,89,5
13.263,42.463,3.50,2020-01-22T05:03:06.436985,13.7,89,6
14.736,41.082,3.80,2020-01-23T14:12:20.564947,10.7,89,8
14.736,41.082,3.80,2020-01-23T14:12:20.564947,10.7,89,8
15.09,38.05,3.50,2020-01-04T03:24:32.629282,5.2,90,0
12.562,42.448,3.80,2020-01-08T00:27:54.034081,8.5,90,1
14.577,36.674,3.70,2020-01-16T03:37:10.440235,22.0,90,2
13.058,43.021,3.50,2020-01-18T09:55:11.541415,9.8,90,3
13.218,42.934,3.50,2020-01-20T06:56:17.845237,8.3,90,4
15.07,39.406,3.50,2020-01-13T00:05:36.500808,29.3,90,5
14.441,38.636,4.30,2020-01-01T00:04:24.672214,11.1,90,6
15.331,37.312,3.90,2020-01-09T17:50:11.993855,13.2,90,7
15.484,40.685,3.50,2020-01-19T07:48:02.128743,10.4,90,8
13.115,42.925,3.60,2020-01-14T09:29:43.755684,8.9,90,9
14.736,41.082,4.40,2020-01-25T10:18:31.576146,10.7,90,10
11.319,44.005,3.70,2020-01-28T04:31:03.526326,7.3,90,11
13.263,42.463,3.50,2020-01-06T15:05:35.741808,13.7,90,12
16.434,39.775,4.10,2020-01-26T18:47:16.323709,5.2,91,0
13.155,42.814,3.50,2020-01-17T07:57:39.002789,8.5,91,1
16.512,39.153,4.10,2020-01-15T00:38:06.764233,18.9,91,2
15.098,38.155,3.80,2020-01-04T20:50:14.738254,9.4,91,3
13.09,42.88,3.80,2020-01-10T14:43:35.877389,10.2,91,4
11.909,44.257,4.00,2020-01-02T20:59:43.662473,23.1,91,5
10.503,44.173,3.50,2020-01-07T08:57:12.987305,14.2,91,6
11.072,44.868,3.50,2020-01-17T18:09:15.544304,7.4,91,7
13.263,42.463,4.40,2020-01-18T01:22:36.459819,13.7,91,11
14.739,41.069,3.80,2020-01-08T02:07:23.441214,10.9,91,10
14.739,41.069,3.80,2020-01-08T02:07:23.441214,10.9,91,10
13.263,42.463,4.40,2020-01-18T01:22:36.459819,13.7,91,11
13.487,42.337,3.90,2020-01-07T03:00:59.812344,9.4,92,0
13.252,42.849,3.50,2020-01-21T05:26:41.491769,8.9,92,1
10.398,44.558,3.70,2020-01-13T17:42:10.879482,27.0,92,2
13.139,43.008,3.50,2020-01-18T06:15:39.806084,8.9,92,3
16.465,39.134,3.50,2020-01-07T07:40:22.128030,22.9,92,4
13.209,42.886,3.50,2020-01-03T23:35:33.533526,8.2,92,5
10.034,44.597,3.60,2020-01-27T09:29:47.998888,9.5,92,6
6.733,44.517,4.30,2020-01-23T19:24:52.651896,7.1,92,7
13.705,42.659,4.50,2020-01-24T03:54:49.664478,19.9,92,8
12.108,42.341,3.60,2020-01-11T00:50:21.178066,11.1,92,9
16.946,38.865,3.70,2020-01-26T04:13:57.877579,2.2,92,10
14.935,37.839,4.20,2020-01-24T10:15:37.703733,28.3,92,16
14.935,37.839,4.20,2020-01-24T10:15:37.703733,28.3,92,16
11.319,44.005,3.90,2020-01-15T06:20:50.065728,7.3,92,13
13.263,42.463,3.70,2020-01-23T01:19:43.107712,13.7,92,14
14.935,37.839,4.20,2020-01-24T10:15:37.703733,28.3,92,16
14.935,37.839,4.20,2020-01-24T10:15:37.703733,28.3,92,16
13.344,38.568,3.70,2020-01-03T18:23:16.169614,5.9,93,0
13.209,42.588,3.50,2020-01-08T00:17:39.375549,20.4,93,1
13.21,42.676,3.50,2020-01-20T06:56:29.766019,11.3,93,2
13.238,42.627,3.80,2020-01-13T15:37:33.538374,11.3,93,3
10.175,44.196,4.30,2020-01-14T10:20:46.759270,10.1,93,4
10.23,44.644,3.60,2020-01-02T06:06:14.467641,17.0,93,5
13.164,42.953,4.70,2020-01-20T15:37:52.513510,8.6,93,6
14.959,37.793,3.80,2020-01-06T06:37:38.016094,26.3,93,7
14.935,37.839,3.60,2020-01-17T20:27:51.962661,28.3,93,8
14.739,41.069,4.00,2020-01-25T02:17:25.018744,10.9,93,9
16.28,40.449,5.80,2020-01-15T07:04:26.304502,8.6,94,0
13.025,43.071,4.90,2020-01-23T02:33:16.289070,8.5,94,1
13.478,42.273,3.50,2020-01-11T08:24:19.822679,9.2,94,2
15.45,39.705,4.90,2020-01-17T14:28:31.359828,8.8,94,3
15.253,40.746,4.10,2020-01-05T16:56:15.952584,8.9,94,4
14.739,41.069,3.60,2020-01-05T08:54:00.683078,10.9,94,5
14.736,41.082,4.40,2020-01-13T22:53:23.370082,10.7,94,6
13.263,42.463,3.50,2020-01-12T01:05:07.090300,13.7,94,8
13.263,42.463,3.50,2020-01-12T01:05:07.090300,13.7,94,8
11.319,44.005,3.50,2020-01-25T17:29:17.624201,7.3,94,9
12.874,38.496,3.70,2020-01-23T01:13:03.983588,28.4,95,0
13.157,42.699,4.80,2020-01-27T08:52:45.653569,11.0,95,1
14.738,37.764,3.70,2020-01-04T15:14:37.276506,29.8,95,2
15.426,41.102,3.50,2020-01-03T17:58:49.767604,8.9,95,3
13.042,42.874,3.50,2020-01-20T11:01:54.376588,10.2,95,4
13.181,42.756,4.80,2020-01-27T09:48:06.637926,10.9,96,0
12.662,42.834,4.90,2020-01-15T16:36:44.839950,7.7,96,1
12.565,43.362,4.30,2020-01-17T10:50:14.422363,7.6,96,2
12.294,43.453,4.60,2020-01-02T10:36:45.159110,8.5,96,3
13.459,42.251,4.60,2020-01-19T07:48:38.986703,9.7,96,4
11.904,43.997,4.20,2020-01-12T01:36:11.140999,24.9,96,5
13.867,43.525,4.20,2020-01-15T20:25:30.731129,8.9,96,6
14.935,37.839,4.30,2020-01-24T07:39:46.487037,28.3,96,7
14.739,41.069,4.10,2020-01-25T06:28:34.883485,10.9,96,8
13.263,42.463,3.50,2020-01-06T23:12:00.088505,13.7,96,9
16.645,40.654,3.70,2020-01-05T21:56:42.682757,6.9,97,0
13.366,42.462,3.60,2020-01-02T00:22:27.029724,12.9,97,1
15.889,41.74,5.10,2020-01-03T06:02:16.930511,18.8,97,2
13.09,42.023,3.50,2020-01-15T15:48:53.435435,8.2,97,3
10.965,44.888,3.70,2020-01-06T17:28:40.053460,3.5,97,4
15.09,38.05,3.80,2020-01-23T08:07:56.084068,5.2,97,5
13.08,42.895,3.50,2020-01-08T02:40:09.922092,9.4,97,6
14.736,41.082,3.70,2020-01-18T18:35:27.562162,10.7,97,9
14.739,41.069,4.00,2020-01-14T13:50:31.144238,10.9,97,10
14.736,41.082,3.70,2020-01-18T18:35:27.562162,10.7,97,9
14.739,41.069,4.00,2020-01-14T13:50:31.144238,10.9,97,10
11.319,44.005,3.70,2020-01-20T06:03:23.318661,7.3,97,11
14.899,38.426,3.80,2020-01-02T21:21:03.943013,16.2,98,0
12.425,43.4,4.10,2020-01-19T06:21:47.964389,6.8,98,1
14.699,45.167,3.60,2020-01-15T05:54:02.791182,10.0,98,2
14.91,41.27,3.50,2020-01-03T22:15:18.866043,10.5,98,3
13.031,43.056,3.50,2020-01-01T20:59:33.129197,8.4,98,4
13.263,42.463,3.50,2020-01-03T03:32:55.159057,13.7,98,5
14.935,37.839,3.90,2020-01-10T02:39:03.817056,28.3,98,6
14.739,41.069,4.10,2020-01-06T14:54:48.496174,10.9,98,7
13.075,42.758,3.50,2020-01-24T09:41:21.291700,10.7,99,0
13.183,42.724,5.30,2020-01-20T21:56:40.201138,9.0,99,1
14.471,45.005,4.00,2020-01-14T04:39:44.886730,10.0,99,2
12.654,42.834,3.50,2020-01-20T03:30:40.887388,6.7,99,3
11.028,44.879,3.60,2020-01-26T02:20:18.446944,8.0,99,4
13.154,42.752,3.50,2020-01-01T08:20:13.614378,7.2,99,5
12.912,42.975,3.70,2020-01-17T01:20:40.703104,9.1,99,6
14.739,41.069,3.50,2020-01-26T05:49:00.900700,10.9,99,11
14.935,37.839,3.90,2020-01-09T20:32:55.086783,28.3,99,8
14.736,41.082,4.10,2020-01-18T13:38:00.302961,10.7,99,13
14.736,41.082,4.10,2020-01-18T13:38:00.302961,10.7,99,13
14.739,41.069,3.50,2020-01-26T05:49:00.900700,10.9,99,11
13.263,42.463,3.60,2020-01-21T07:08:56.263692,13.7,99,12
14.736,41.082,4.10,2020-01-18T13:38:00.302961,10.7,99,13
12.368,38.503,3.50,2020-01-04T08:57:47.055339,10.0,100,0
13.517,42.337,4.50,2020-01-08T05:41:43.462662,9.6,100,1
13.435,42.44,3.90,2020-01-20T14:13:14.686469,10.0,100,2
13.186,42.569,3.60,2020-01-08T04:38:42.381853,10.3,100,3
11.28,44.852,3.70,2020-01-03T11:52:52.141515,8.6,100,4
13.197,42.938,4.20,2020-01-13T20:20:13.266945,8.0,100,5
13.035,42.997,4.40,2020-01-14T18:30:09.284252,8.4,100,6
14.935,37.839,4.30,2020-01-04T01:38:25.013323,28.3,100,11
14.736,41.082,3.70,2020-01-17T08:30:51.278089,10.7,100,10
13.263,42.463,5.60,2020-01-02T10:13:13.641938,13.7,100,9
14.736,41.082,3.70,2020-01-17T08:30:51.278089,10.7,100,10
14.935,37.839,4.30,2020-01-04T01:38:25.013323,28.3,100,11
14.739,41.069,3.90,2020-01-02T09:56:34.137491,10.9,100,12
13.255,42.771,4.00,2020-01-19T11:35:07.465094,13.9,101,0
13.385,42.498,3.50,2020-01-07T18:49:15.071305,9.2,101,1
15.032,38.172,4.00,2020-01-19T07:02:22.827293,10.1,101,2
15.702,40.62,4.30,2020-01-14T23:17:31.142169,18.4,101,3
14.417,37.854,4.10,2020-01-15T13:26:38.457040,6.5,101,4
14.739,41.069,3.50,2020-01-25T08:40:07.587124,10.9,101,11
14.935,37.839,3.90,2020-01-16T18:57:25.970499,28.3,101,12
14.736,41.082,4.40,2020-01-19T18:46:12.485781,10.7,101,10
14.935,37.839,3.90,2020-01-16T18:57:25.970499,28.3,101,12
14.736,41.082,4.40,2020-01-19T18:46:12.485781,10.7,101,10
14.736,41.082,4.40,2020-01-19T18:46:12.485781,10.7,101,10
14.739,41.069,3.50,2020-01-25T08:40:07.587124,10.9,101,11
14.935,37.839,3.90,2020-01-16T18:57:25.970499,28.3,101,12
11.319,44.005,3.70,2020-01-16T10:48:30.247580,7.3,101,13
15.781,40.803,3.60,2020-01-28T23:31:51.493272,16.2,102,0
13.079,43.007,3.60,2020-01-07T14:00:27.829634,8.3,102,1
14.902,38.018,3.70,2020-01-27T08:16:38.442875,25.0,102,2
10.887,45.751,4.20,2020-01-24T00:44:54.619957,10.0,102,3
13.216,42.829,4.20,2020-01-13T06:40:02.282551,8.7,102,4
13.037,42.928,3.50,2020-01-23T18:06:24.692833,10.9,102,5
13.072,42.853,3.80,2020-01-11T12:01:00.391479,10.5,102,6
14.846,41.69,5.00,2020-01-01T09:36:31.628165,10.9,102,7
14.917,38.152,3.60,2020-01-09T22:44:33.925578,10.2,102,8
13.079,42.989,3.50,2020-01-16T03:49:58.588687,9.1,102,9
15.996,39.929,4.60,2020-01-08T06:39:14.881721,9.5,102,10
11.319,44.005,4.50,2020-01-09T06:34:38.832592,7.3,102,12
11.319,44.005,4.50,2020-01-09T06:34:38.832592,7.3,102,12
15.135,38.002,3.90,2020-01-06T21:41:07.240863,8.5,103,0
14.629,38.547,4.20,2020-01-23T00:56:17.893797,13.6,103,1
13.378,42.36,3.90,2020-01-21T23:17:13.343470,8.5,103,2
13.528,42.269,3.50,2020-01-26T15:51:55.071812,10.1,103,3
9.779,44.822,3.60,2020-01-22T01:18:42.089138,24.6,103,4
11.851,42.76,4.10,2020-01-22T22:45:20.036716,7.3,103,5
13.289,42.501,4.70,2020-01-27T11:50:08.019760,9.6,103,6
13.245,42.539,3.80,2020-01-02T20:23:12.297448,10.2,103,7
13.248,42.737,3.60,2020-01-19T08:22:56.269028,9.7,103,8
9.425,44.524,3.60,2020-01-14T12:11:14.822390,10.6,103,9
11.319,44.005,3.90,2020-01-13T01:58:30.104151,7.3,103,19
